%     Depth,Temperature_,TC_m,RHOC_m,PHI,    RHOB,TC_m_min,TC_m_max,RHOC_m_miD,RHOC_m_max,    TC.log,      RHOC.log,       RHP,,
%         m,          °C,W/(mK),kJ/(m³K),n/n,g/cm³,    W/(mK),    W/(mK),kJ/(m³K),kJ/(m³K),    W/(mK),   kJ/(m³K),     µW/m³,,
773,34.140,4.563,2.794,0.193,2.705,4.335,4.791,2.655,2.934,3.087,3.056,0.467,,
773.5,34.150,4.769,1.574,0.290,2.508,4.530,5.007,1.496,1.653,2.622,2.320,0.548,,
774,34.150,4.777,2.932,0.241,2.627,4.538,5.016,2.785,3.078,2.903,3.225,0.763,,
774.5,34.160,4.234,2.445,0.150,2.736,4.022,4.445,2.323,2.567,3.160,2.701,0.632,,
775,34.170,4.082,3.753,0.146,2.705,3.878,4.286,3.565,3.941,3.087,3.811,0.442,,
775.5,34.178,4.243,6.558,0.170,2.687,4.031,4.455,6.230,6.886,3.044,6.148,0.641,,
776,34.180,4.165,4.307,0.163,2.685,3.957,4.373,4.091,4.522,3.040,4.281,0.674,,
776.5,34.190,4.585,3.498,0.191,2.717,4.356,4.815,3.323,3.673,3.115,3.622,0.682,,
777,34.210,4.281,2.945,0.185,2.659,4.067,4.496,2.798,3.092,2.978,3.168,0.766,,
777.5,34.235,4.573,1.985,0.238,2.594,4.344,4.801,1.885,2.084,2.825,2.500,0.599,,
778,,4.258,3.827,0.227,2.554,4.045,4.470,3.636,4.018,2.730,3.901,0.619,,
778.5,,4.945,1.885,0.326,2.453,4.697,5.192,1.791,1.979,2.492,2.623,0.628,,
779,,4.484,2.106,0.187,2.704,4.260,4.708,2.001,2.211,3.084,2.488,0.605,,
779.5,,3.990,3.759,0.124,2.736,3.791,4.190,3.571,3.947,3.160,3.807,0.718,,
780,,4.262,3.050,0.145,2.757,4.049,4.475,2.897,3.202,3.210,3.210,0.709,,
780.5,,4.593,2.499,0.223,2.283,4.363,4.822,2.374,2.624,2.924,2.867,0.715,,
781,,4.793,1.988,0.213,2.299,4.554,5.033,1.888,2.087,3.084,2.448,0.626,,
781.5,,4.549,3.469,0.170,2.369,4.322,4.777,3.295,3.642,3.226,3.585,0.696,,
782,,4.872,2.813,0.205,2.313,4.628,5.116,2.672,2.954,3.179,3.086,0.608,,
782.5,,4.494,2.724,0.162,2.383,4.269,4.719,2.588,2.860,3.250,2.954,0.677,,
783,,4.365,2.717,0.149,2.404,4.147,4.583,2.581,2.852,3.252,2.930,0.774,,
783.5,,4.763,2.885,0.182,2.350,4.525,5.001,2.741,3.029,3.271,3.115,0.761,,
784,,4.758,3.550,0.189,2.339,4.520,4.996,3.373,3.728,3.224,3.663,0.732,,
784.5,,4.442,2.343,0.165,2.378,4.220,4.664,2.225,2.460,3.195,2.641,0.834,,
785,,3.963,3.640,0.165,2.378,3.765,4.161,3.458,3.822,2.905,3.724,0.795,,
