%     Depth,Temperature_,TC_m,RHOC_m,PHI,    RHOB,TC_m_min,TC_m_max,RHOC_m_miD,RHOC_m_max,    TC.log,      RHOC.log,       RHP,,
%         m,          °C,W/(mK),kJ/(m³K),n/n,g/cm³,    W/(mK),    W/(mK),kJ/(m³K),kJ/(m³K),    W/(mK),   kJ/(m³K),     µW/m³,,
383.5,21.280,6.158,1.625,0.278,2.192,5.234,7.082,1.381,1.869,3.233,2.326,0.329,,
384,21.300,6.561,1.637,0.278,2.192,5.576,7.545,1.391,1.882,3.384,2.334,0.253,,
384.5,21.310,6.376,1.615,0.278,2.192,5.420,7.332,1.373,1.857,3.315,2.318,0.273,,
385,21.320,6.150,1.622,0.278,2.192,5.228,7.073,1.379,1.866,3.230,2.324,0.330,,
385.5,21.330,6.210,1.622,0.278,2.192,5.278,7.141,1.378,1.865,3.253,2.323,0.319,,
386,21.340,6.008,1.592,0.278,2.192,5.107,6.910,1.353,1.830,3.176,2.302,0.341,,
386.5,21.350,4.848,1.849,0.208,2.307,4.121,5.575,1.572,2.126,3.143,2.328,0.374,,
387,21.360,3.439,2.036,0.139,2.421,2.923,3.955,1.730,2.341,2.702,2.329,0.596,,
387.5,21.370,3.707,2.241,0.139,2.421,3.151,4.263,1.905,2.577,2.882,2.506,0.617,,
388,21.390,3.826,2.039,0.139,2.421,3.252,4.400,1.733,2.345,2.961,2.332,0.465,,
388.5,21.400,3.734,2.025,0.139,2.421,3.174,4.294,1.721,2.329,2.900,2.320,0.496,,
389,21.410,3.611,1.948,0.139,2.421,3.069,4.152,1.656,2.241,2.817,2.254,0.497,,
389.5,21.420,3.350,2.021,0.139,2.421,2.847,3.852,1.718,2.325,2.641,2.317,0.626,,
390,21.430,3.029,2.009,0.139,2.421,2.574,3.483,1.708,2.311,2.422,2.306,0.737,,
390.5,21.440,3.283,2.096,0.139,2.421,2.791,3.775,1.782,2.411,2.596,2.381,0.680,,
391,21.450,3.235,2.012,0.139,2.421,2.750,3.720,1.710,2.314,2.563,2.309,0.666,,
391.5,21.460,3.162,2.009,0.139,2.421,2.688,3.636,1.707,2.310,2.513,2.306,0.691,,
392,21.470,2.855,1.806,0.139,2.421,2.426,3.283,1.535,2.076,2.301,2.131,0.702,,
392.5,21.490,2.833,2.013,0.139,2.421,2.408,3.258,1.711,2.315,2.286,2.309,0.805,,
393,21.500,3.217,2.023,0.139,2.421,2.734,3.699,1.720,2.327,2.550,2.319,0.672,,
393.5,21.510,3.277,2.118,0.139,2.421,2.785,3.768,1.800,2.435,2.592,2.400,0.695,,
394,21.520,3.274,2.016,0.139,2.421,2.783,3.765,1.714,2.318,2.590,2.312,0.652,,
394.5,21.530,3.172,2.016,0.139,2.421,2.697,3.648,1.714,2.319,2.520,2.312,0.687,,
395,21.540,3.088,1.955,0.139,2.421,2.625,3.552,1.662,2.248,2.463,2.259,0.690,,
395.5,21.553,3.052,2.027,0.139,2.421,2.594,3.510,1.723,2.331,2.438,2.322,0.729,,
396,21.570,3.135,2.014,0.139,2.421,2.665,3.606,1.712,2.316,2.495,2.310,0.700,,
396.5,21.580,3.420,2.046,0.139,2.421,2.907,3.933,1.739,2.353,2.688,2.338,0.619,,
397,21.590,3.235,2.013,0.139,2.421,2.750,3.721,1.711,2.315,2.563,2.309,0.666,,
397.5,21.600,3.223,2.028,0.139,2.421,2.739,3.706,1.724,2.332,2.554,2.322,0.670,,
398,21.610,2.580,1.756,0.139,2.421,2.193,2.967,1.493,2.019,2.109,2.088,0.778,,
398.5,21.630,2.914,2.025,0.139,2.421,2.477,3.352,1.721,2.328,2.343,2.320,0.776,,
399,21.640,3.159,2.031,0.139,2.421,2.685,3.632,1.726,2.335,2.511,2.325,0.692,,
399.5,21.650,3.160,2.109,0.139,2.421,2.686,3.634,1.792,2.425,2.512,2.392,0.733,,
400,21.660,3.313,2.020,0.139,2.421,2.816,3.810,1.717,2.323,2.616,2.315,0.639,,
400.5,21.680,3.269,2.013,0.139,2.421,2.779,3.760,1.711,2.315,2.586,2.309,0.654,,
401,21.690,3.352,1.954,0.139,2.421,2.849,3.855,1.661,2.247,2.642,2.259,0.588,,
401.5,21.700,3.512,2.016,0.139,2.421,2.985,4.039,1.713,2.318,2.751,2.312,0.571,,
402,21.710,3.465,2.030,0.139,2.421,2.945,3.985,1.725,2.334,2.719,2.324,0.587,,
402.5,21.730,3.167,1.917,0.139,2.421,2.692,3.642,1.630,2.205,2.516,2.227,0.643,,
403,21.740,3.101,2.013,0.139,2.421,2.636,3.566,1.711,2.315,2.471,2.310,0.712,,
403.5,21.750,2.592,2.004,0.139,2.421,2.203,2.981,1.704,2.305,2.118,2.302,0.889,,
404,21.770,2.180,1.853,0.139,2.421,1.853,2.507,1.575,2.131,1.824,2.172,0.985,,
404.5,21.780,2.041,2.000,0.139,2.421,1.735,2.347,1.700,2.300,1.724,2.298,1.087,,
405,21.800,2.020,1.977,0.139,2.421,1.717,2.324,1.680,2.273,1.709,2.278,1.095,,
405.5,21.810,2.074,1.933,0.139,2.421,1.763,2.385,1.643,2.223,1.748,2.241,1.057,,
406,21.827,2.075,2.003,0.139,2.421,1.764,2.386,1.702,2.303,1.748,2.300,1.075,,
406.5,21.840,2.042,2.001,0.139,2.421,1.736,2.348,1.701,2.301,1.724,2.299,1.087,,
407,21.853,2.265,2.331,0.139,2.421,1.926,2.605,1.981,2.681,1.886,2.583,1.110,,
407.5,21.870,2.571,2.015,0.139,2.421,2.186,2.957,1.713,2.317,2.103,2.311,0.897,,
408,21.880,3.110,2.020,0.139,2.421,2.644,3.577,1.717,2.323,2.478,2.316,0.708,,
408.5,21.900,3.064,1.961,0.139,2.421,2.604,3.524,1.667,2.255,2.446,2.265,0.699,,
409,21.910,2.886,2.028,0.139,2.421,2.453,3.318,1.724,2.333,2.323,2.323,0.786,,
409.5,21.920,2.791,2.005,0.139,2.421,2.372,3.209,1.704,2.306,2.257,2.303,0.820,,
410,21.940,2.961,2.062,0.139,2.421,2.517,3.406,1.753,2.371,2.375,2.352,0.785,,
410.5,21.950,3.131,2.010,0.139,2.421,2.661,3.601,1.709,2.312,2.492,2.307,0.701,,
411,21.960,2.888,2.004,0.139,2.421,2.455,3.321,1.703,2.304,2.324,2.301,0.786,,
411.5,21.980,2.506,1.873,0.139,2.421,2.130,2.882,1.592,2.153,2.057,2.189,0.864,,
412,21.990,2.388,1.995,0.139,2.421,2.030,2.746,1.696,2.295,1.973,2.294,0.962,,
412.5,22.000,2.408,2.015,0.139,2.421,2.047,2.770,1.713,2.317,1.988,2.311,0.955,,
413,22.020,2.626,2.094,0.139,2.421,2.232,3.019,1.780,2.408,2.141,2.379,0.908,,
413.5,22.030,2.546,2.021,0.139,2.421,2.164,2.927,1.718,2.324,2.085,2.317,0.906,,
414,22.043,2.512,2.020,0.139,2.421,2.135,2.888,1.717,2.323,2.061,2.316,0.918,,
414.5,22.060,2.678,2.111,0.139,2.421,2.276,3.080,1.794,2.427,2.178,2.394,0.897,,
415,22.070,2.674,2.019,0.139,2.421,2.273,3.075,1.716,2.321,2.175,2.314,0.860,,
415.5,22.080,2.804,2.016,0.139,2.421,2.384,3.225,1.714,2.319,2.266,2.312,0.815,,
416,22.090,2.441,1.869,0.139,2.421,2.074,2.807,1.589,2.149,2.011,2.185,0.886,,
416.5,22.107,2.462,2.005,0.139,2.421,2.093,2.831,1.704,2.305,2.026,2.302,0.935,,
417,22.120,2.691,2.005,0.139,2.421,2.287,3.095,1.704,2.305,2.187,2.302,0.854,,
417.5,22.130,2.943,2.219,0.139,2.421,2.502,3.385,1.886,2.552,2.363,2.487,0.851,,
418,22.150,3.097,2.010,0.139,2.421,2.633,3.562,1.709,2.312,2.469,2.307,0.713,,
418.5,22.160,2.865,2.012,0.139,2.421,2.435,3.295,1.710,2.314,2.308,2.308,0.794,,
419,22.170,2.572,1.930,0.139,2.421,2.186,2.957,1.640,2.219,2.103,2.238,0.859,,
419.5,22.180,2.487,1.997,0.139,2.421,2.114,2.860,1.698,2.297,2.043,2.296,0.927,,
420,22.200,2.590,2.002,0.139,2.421,2.201,2.978,1.702,2.302,2.116,2.300,0.890,,
420.5,22.210,2.833,2.126,0.139,2.421,2.408,3.258,1.807,2.444,2.286,2.406,0.857,,
421,22.215,3.077,2.021,0.139,2.421,2.616,3.539,1.717,2.324,2.455,2.316,0.720,,
421.5,22.230,3.122,2.029,0.139,2.421,2.654,3.590,1.725,2.333,2.486,2.323,0.704,,
422,22.240,3.147,2.022,0.139,2.421,2.675,3.619,1.719,2.326,2.503,2.318,0.699,,
422.5,22.250,3.173,2.016,0.139,2.421,2.697,3.649,1.714,2.319,2.520,2.312,0.687,,
423,22.260,3.259,2.030,0.139,2.421,2.770,3.748,1.725,2.334,2.580,2.324,0.657,,
423.5,22.270,3.192,2.031,0.139,2.421,2.713,3.671,1.726,2.335,2.534,2.325,0.683,,
424,22.280,3.084,2.026,0.139,2.421,2.621,3.547,1.722,2.329,2.460,2.320,0.718,,
424.5,22.300,2.996,2.010,0.139,2.421,2.546,3.445,1.708,2.311,2.399,2.307,0.748,,
425,22.310,3.002,2.015,0.139,2.421,2.552,3.453,1.712,2.317,2.403,2.311,0.749,,
425.5,22.313,2.933,2.013,0.139,2.421,2.493,3.373,1.711,2.315,2.355,2.309,0.770,,
426,22.320,2.617,1.997,0.139,2.421,2.224,3.009,1.698,2.297,2.135,2.296,0.881,,
426.5,22.340,2.523,2.030,0.139,2.421,2.144,2.901,1.726,2.335,2.069,2.325,0.922,,
427,22.350,2.373,2.012,0.139,2.421,2.017,2.729,1.710,2.314,1.963,2.309,0.967,,
427.5,22.360,2.512,2.021,0.139,2.421,2.135,2.889,1.718,2.324,2.061,2.316,0.918,,
428,22.380,2.996,2.233,0.139,2.421,2.547,3.445,1.898,2.568,2.399,2.499,0.835,,
428.5,22.388,3.309,2.017,0.139,2.421,2.812,3.805,1.714,2.319,2.613,2.313,0.640,,
429,22.393,3.430,2.030,0.139,2.421,2.916,3.945,1.725,2.334,2.696,2.324,0.599,,
429.5,22.400,3.422,1.979,0.139,2.421,2.909,3.936,1.682,2.275,2.690,2.280,0.574,,
430,22.410,3.356,2.026,0.139,2.421,2.853,3.860,1.722,2.330,2.645,2.321,0.624,,
430.5,22.428,3.470,2.034,0.139,2.421,2.950,3.991,1.729,2.339,2.723,2.327,0.585,,
431,22.440,3.267,1.941,0.139,2.421,2.777,3.757,1.650,2.232,2.585,2.248,0.615,,
431.5,22.450,3.164,2.010,0.139,2.421,2.689,3.638,1.708,2.311,2.514,2.307,0.690,,
432,22.460,3.410,2.016,0.139,2.421,2.898,3.921,1.713,2.318,2.682,2.312,0.606,,
432.5,22.470,3.305,1.990,0.139,2.421,2.809,3.801,1.692,2.289,2.611,2.290,0.630,,
433,22.480,3.136,2.014,0.139,2.421,2.666,3.607,1.712,2.316,2.495,2.311,0.700,,
433.5,22.490,2.699,2.011,0.139,2.421,2.294,3.104,1.710,2.313,2.193,2.308,0.852,,
434,22.500,2.337,1.917,0.139,2.421,1.987,2.688,1.629,2.204,1.937,2.227,0.950,,
434.5,22.510,2.272,2.008,0.139,2.421,1.931,2.612,1.707,2.309,1.890,2.305,1.004,,
435,22.530,2.637,2.015,0.139,2.421,2.241,3.032,1.712,2.317,2.149,2.311,0.874,,
435.5,22.540,2.838,2.072,0.139,2.421,2.412,3.264,1.761,2.383,2.290,2.360,0.832,,
436,22.558,2.907,2.019,0.139,2.421,2.471,3.343,1.716,2.322,2.338,2.315,0.779,,
436.5,22.570,2.899,2.012,0.139,2.421,2.464,3.334,1.710,2.314,2.332,2.309,0.782,,
437,22.580,2.514,1.826,0.139,2.421,2.137,2.891,1.552,2.100,2.063,2.149,0.843,,
437.5,22.600,2.279,1.983,0.139,2.421,1.937,2.621,1.686,2.281,1.896,2.284,1.001,,
438,22.610,2.221,1.988,0.139,2.421,1.888,2.554,1.690,2.287,1.854,2.288,1.022,,
438.5,22.630,1.953,1.936,0.139,2.421,1.660,2.246,1.645,2.226,1.660,2.243,1.104,,
439,22.640,2.085,1.979,0.139,2.421,1.773,2.398,1.682,2.276,1.756,2.280,1.071,,
439.5,22.650,2.386,1.993,0.139,2.421,2.028,2.743,1.694,2.292,1.972,2.293,0.963,,
440,22.660,2.817,2.266,0.139,2.421,2.394,3.239,1.926,2.606,2.275,2.528,0.914,,
440.5,22.670,3.114,2.023,0.139,2.421,2.647,3.581,1.720,2.326,2.480,2.318,0.707,,
441,22.690,3.412,2.017,0.139,2.421,2.900,3.924,1.715,2.320,2.683,2.313,0.605,,
441.5,22.700,3.420,2.023,0.139,2.421,2.907,3.933,1.720,2.326,2.689,2.318,0.597,,
442,22.710,3.368,2.034,0.139,2.421,2.863,3.873,1.729,2.339,2.654,2.328,0.620,,
442.5,22.730,3.461,2.027,0.139,2.421,2.942,3.980,1.723,2.331,2.716,2.322,0.589,,
443,22.740,3.551,2.064,0.139,2.421,3.019,4.084,1.755,2.374,2.777,2.354,0.578,,
443.5,22.750,3.454,2.023,0.139,2.421,2.936,3.973,1.719,2.326,2.712,2.318,0.591,,
444,22.770,3.086,2.027,0.139,2.421,2.623,3.549,1.723,2.331,2.461,2.322,0.717,,
444.5,22.780,3.068,2.092,0.139,2.421,2.608,3.528,1.778,2.405,2.449,2.377,0.753,,
445,22.793,3.088,2.029,0.139,2.421,2.625,3.551,1.724,2.333,2.462,2.323,0.716,,
445.5,22.800,3.010,2.020,0.139,2.421,2.558,3.461,1.717,2.323,2.408,2.316,0.743,,
446,22.820,3.043,2.072,0.139,2.421,2.586,3.499,1.761,2.383,2.431,2.360,0.759,,
446.5,22.830,3.012,2.022,0.139,2.421,2.560,3.464,1.719,2.326,2.410,2.317,0.742,,
447,22.840,3.144,2.020,0.139,2.421,2.673,3.616,1.717,2.323,2.501,2.316,0.697,,
447.5,22.850,3.163,2.034,0.139,2.421,2.688,3.637,1.729,2.339,2.514,2.327,0.691,,
448,22.870,3.344,2.018,0.139,2.421,2.843,3.846,1.715,2.320,2.638,2.314,0.628,,
448.5,22.880,3.478,2.016,0.139,2.421,2.956,4.000,1.713,2.318,2.728,2.312,0.583,,
449,22.900,3.561,2.048,0.139,2.421,3.027,4.095,1.741,2.355,2.784,2.339,0.563,,
449.5,22.910,3.618,2.017,0.139,2.421,3.075,4.160,1.715,2.320,2.822,2.313,0.535,,
450,22.930,3.653,2.018,0.139,2.421,3.105,4.201,1.715,2.321,2.846,2.314,0.523,,
450.5,22.940,3.899,2.150,0.139,2.421,3.314,4.484,1.827,2.472,3.010,2.427,0.506,,
451,22.960,5.370,1.722,0.251,2.235,4.565,6.176,1.464,1.980,3.102,2.332,0.395,,
451.5,22.980,8.289,1.295,0.364,2.050,7.045,9.532,1.101,1.489,3.197,2.334,0.347,,
452,23.000,8.065,1.368,0.364,2.050,6.855,9.274,1.163,1.573,3.142,2.380,0.407,,
452.5,23.020,8.450,1.287,0.364,2.050,7.182,9.717,1.094,1.480,3.236,2.328,0.327,,
453,23.040,7.926,1.272,0.364,2.050,6.737,9.115,1.081,1.463,3.107,2.319,0.392,,
453.5,23.070,6.915,0.994,0.364,2.050,5.878,7.953,0.845,1.143,2.849,2.142,0.394,,
454,23.090,6.582,1.274,0.364,2.050,5.594,7.569,1.083,1.465,2.761,2.320,0.566,,
454.5,23.110,8.057,1.283,0.364,2.050,6.849,9.266,1.090,1.475,3.140,2.326,0.376,,
455,23.130,8.189,1.434,0.364,2.050,6.961,9.418,1.219,1.649,3.173,2.422,0.417,,
455.5,23.155,9.181,1.300,0.364,2.050,7.804,10.558,1.105,1.495,3.412,2.337,0.239,,
456,23.180,7.239,1.286,0.364,2.050,6.153,8.325,1.093,1.479,2.933,2.328,0.480,,
456.5,23.200,4.074,0.825,0.364,2.050,3.463,4.685,0.701,0.949,2.034,2.034,0.788,,
457,23.220,3.249,1.224,0.364,2.050,2.762,3.736,1.040,1.407,1.762,2.288,1.068,,
457.5,23.240,2.729,1.219,0.364,2.050,2.319,3.138,1.036,1.402,1.577,2.285,1.161,,
458,23.260,3.104,1.416,0.364,2.050,2.638,3.569,1.203,1.628,1.711,2.410,1.139,,
458.5,23.280,3.079,1.243,0.364,2.050,2.617,3.541,1.057,1.430,1.702,2.301,1.098,,
459,23.300,2.846,1.212,0.364,2.050,2.419,3.273,1.031,1.394,1.619,2.281,1.140,,
459.5,23.320,3.542,1.581,0.364,2.050,3.011,4.074,1.344,1.818,1.861,2.515,1.099,,
460,23.330,3.858,1.262,0.364,2.050,3.280,4.437,1.072,1.451,1.965,2.312,0.966,,
460.5,23.350,3.762,1.246,0.364,2.050,3.198,4.326,1.059,1.433,1.934,2.302,0.982,,
461,23.370,3.776,1.255,0.364,2.050,3.210,4.343,1.067,1.443,1.939,2.308,0.979,,
461.5,23.390,3.793,1.222,0.364,2.050,3.224,4.362,1.039,1.405,1.944,2.287,0.977,,
462,23.410,3.104,1.214,0.364,2.050,2.639,3.570,1.032,1.396,1.711,2.282,1.094,,
462.5,23.420,3.715,1.350,0.364,2.050,3.158,4.272,1.148,1.553,1.919,2.369,1.017,,
463,23.443,3.709,1.257,0.364,2.050,3.153,4.266,1.068,1.446,1.917,2.309,0.990,,
463.5,23.460,2.534,1.209,0.364,2.050,2.154,2.914,1.028,1.391,1.504,2.279,1.198,,
464,23.475,3.054,1.542,0.364,2.050,2.596,3.512,1.311,1.774,1.694,2.491,1.173,,
464.5,23.490,3.947,1.229,0.364,2.050,3.355,4.539,1.045,1.414,1.994,2.292,0.952,,
465,23.505,5.071,1.267,0.364,2.050,4.311,5.832,1.077,1.457,2.339,2.316,0.778,,
465.5,23.520,5.367,1.189,0.364,2.050,4.562,6.172,1.010,1.367,2.425,2.266,0.708,,
466,23.540,4.440,1.260,0.364,2.050,3.774,5.106,1.071,1.448,2.149,2.311,0.874,,
466.5,23.550,4.112,1.242,0.364,2.050,3.495,4.729,1.055,1.428,2.047,2.300,0.925,,
467,23.570,4.351,1.417,0.364,2.050,3.699,5.004,1.204,1.629,2.122,2.411,0.933,,
467.5,23.590,4.712,1.244,0.364,2.050,4.005,5.419,1.057,1.430,2.232,2.301,0.832,,
468,23.610,3.986,1.252,0.364,2.050,3.388,4.583,1.064,1.440,2.006,2.306,0.945,,
468.5,23.623,5.605,1.840,0.364,2.050,4.765,6.446,1.564,2.116,2.493,2.680,0.875,,
469,23.640,5.813,1.272,0.364,2.050,4.941,6.685,1.081,1.463,2.551,2.319,0.672,,
469.5,23.660,4.612,1.270,0.364,2.050,3.920,5.304,1.079,1.460,2.202,2.318,0.847,,
470,23.680,4.656,1.144,0.364,2.050,3.958,5.355,0.972,1.316,2.215,2.237,0.810,,
470.5,23.698,4.077,1.263,0.364,2.050,3.466,4.689,1.074,1.452,2.036,2.313,0.931,,
471,23.720,3.385,1.225,0.364,2.050,2.878,3.893,1.042,1.409,1.809,2.289,1.045,,
471.5,23.730,4.660,1.678,0.364,2.050,3.961,5.359,1.426,1.929,2.216,2.577,0.956,,
472,23.750,6.230,1.271,0.364,2.050,5.296,7.165,1.080,1.462,2.666,2.318,0.614,,
472.5,23.770,7.366,1.269,0.364,2.050,6.261,8.471,1.079,1.459,2.966,2.317,0.463,,
473,23.780,8.541,1.339,0.364,2.050,7.260,9.822,1.138,1.540,3.259,2.361,0.341,,
473.5,23.800,8.208,1.299,0.364,2.050,6.977,9.440,1.104,1.494,3.177,2.336,0.357,,
474,23.810,7.993,1.291,0.364,2.050,6.794,9.192,1.098,1.485,3.124,2.331,0.384,,
474.5,23.823,7.312,1.169,0.364,2.050,6.216,8.409,0.994,1.344,2.952,2.253,0.428,,
475,23.840,5.727,1.555,0.300,2.155,4.868,6.586,1.321,1.788,2.917,2.333,0.488,,
475.5,23.858,4.628,1.772,0.233,2.266,3.934,5.322,1.506,2.038,2.883,2.325,0.505,,
476,23.873,5.093,1.951,0.233,2.266,4.329,5.857,1.658,2.243,3.102,2.462,0.480,,
476.5,23.890,5.378,1.775,0.233,2.266,4.571,6.184,1.509,2.041,3.235,2.327,0.328,,
477,23.890,5.426,1.774,0.233,2.266,4.612,6.240,1.508,2.040,3.257,2.326,0.317,,
477.5,23.900,5.308,1.745,0.233,2.266,4.512,6.104,1.483,2.006,3.202,2.304,0.326,,
478,23.930,5.220,1.772,0.233,2.266,4.437,6.003,1.506,2.037,3.161,2.325,0.365,,
478.5,23.940,5.149,1.785,0.233,2.266,4.376,5.921,1.517,2.052,3.128,2.335,0.382,,
479,23.947,5.145,1.761,0.233,2.266,4.373,5.917,1.496,2.025,3.127,2.316,0.372,,
479.5,23.960,5.163,1.769,0.233,2.266,4.389,5.938,1.503,2.034,3.135,2.322,0.378,,
480,23.970,4.961,1.767,0.233,2.266,4.216,5.705,1.502,2.032,3.040,2.321,0.426,,
480.5,23.990,5.076,1.821,0.233,2.266,4.315,5.837,1.547,2.094,3.094,2.362,0.421,,
481,24.000,4.817,1.769,0.233,2.266,4.095,5.540,1.503,2.034,2.973,2.322,0.460,,
481.5,24.020,4.836,1.778,0.233,2.266,4.110,5.561,1.511,2.044,2.981,2.329,0.455,,
482,24.030,4.715,1.791,0.233,2.266,4.008,5.423,1.522,2.060,2.924,2.339,0.489,,
482.5,24.050,4.612,1.764,0.233,2.266,3.920,5.304,1.499,2.028,2.875,2.319,0.509,,
483,24.060,4.527,1.770,0.233,2.266,3.848,5.206,1.504,2.035,2.834,2.323,0.529,,
483.5,24.070,4.526,1.769,0.233,2.266,3.847,5.204,1.504,2.034,2.833,2.323,0.530,,
484,24.090,4.468,1.764,0.233,2.266,3.798,5.139,1.500,2.029,2.806,2.319,0.544,,
484.5,24.100,4.509,1.760,0.233,2.266,3.832,5.185,1.496,2.024,2.825,2.316,0.534,,
485,24.110,4.102,1.644,0.233,2.266,3.487,4.717,1.398,1.891,2.628,2.227,0.582,,
485.5,24.130,4.081,1.761,0.233,2.266,3.469,4.694,1.497,2.025,2.617,2.316,0.638,,
486,24.140,3.729,1.745,0.233,2.266,3.169,4.288,1.483,2.006,2.442,2.304,0.726,,
486.5,24.160,3.904,1.795,0.233,2.266,3.318,4.489,1.525,2.064,2.530,2.342,0.692,,
487,24.170,3.859,1.768,0.233,2.266,3.280,4.438,1.502,2.033,2.507,2.322,0.694,,
487.5,24.190,3.893,1.760,0.233,2.266,3.309,4.477,1.496,2.024,2.524,2.316,0.685,,
488,24.200,4.396,1.995,0.233,2.266,3.736,5.055,1.696,2.295,2.771,2.496,0.661,,
488.5,24.220,4.129,1.761,0.233,2.266,3.510,4.749,1.497,2.026,2.641,2.317,0.626,,
489,24.230,4.084,1.762,0.233,2.266,3.471,4.697,1.498,2.027,2.619,2.318,0.638,,
489.5,24.247,3.923,1.723,0.233,2.266,3.335,4.512,1.465,1.982,2.539,2.288,0.658,,
490,24.260,4.104,1.774,0.233,2.266,3.488,4.719,1.508,2.040,2.629,2.326,0.633,,
490.5,24.280,3.880,1.753,0.233,2.266,3.298,4.462,1.490,2.015,2.518,2.310,0.688,,
491,24.283,4.164,1.920,0.233,2.266,3.539,4.788,1.632,2.208,2.658,2.438,0.687,,
491.5,24.300,4.268,1.760,0.233,2.266,3.628,4.908,1.496,2.024,2.709,2.315,0.592,,
492,24.310,4.465,1.762,0.233,2.266,3.795,5.135,1.498,2.027,2.804,2.318,0.544,,
492.5,24.320,4.402,1.780,0.233,2.266,3.742,5.062,1.513,2.047,2.774,2.331,0.567,,
493,24.338,4.445,1.777,0.233,2.266,3.778,5.112,1.511,2.044,2.795,2.329,0.549,,
493.5,24.358,4.460,1.760,0.233,2.266,3.791,5.129,1.496,2.024,2.802,2.316,0.546,,
494,24.360,4.377,1.692,0.233,2.266,3.720,5.033,1.438,1.946,2.762,2.264,0.525,,
494.5,24.370,4.230,1.765,0.233,2.266,3.595,4.864,1.500,2.029,2.690,2.319,0.602,,
495,24.380,4.610,1.763,0.233,2.266,3.919,5.302,1.498,2.027,2.874,2.318,0.509,,
495.5,24.400,4.198,1.671,0.233,2.266,3.568,4.827,1.421,1.922,2.675,2.248,0.568,,
496,24.410,4.169,1.757,0.233,2.266,3.544,4.795,1.494,2.021,2.661,2.314,0.617,,
496.5,24.420,4.501,1.781,0.233,2.266,3.825,5.176,1.514,2.048,2.821,2.332,0.536,,
497,24.440,4.647,1.757,0.233,2.266,3.950,5.344,1.493,2.021,2.892,2.313,0.495,,
497.5,24.450,4.818,1.769,0.233,2.266,4.095,5.540,1.504,2.034,2.973,2.323,0.460,,
498,24.470,4.388,1.772,0.233,2.266,3.730,5.046,1.507,2.038,2.767,2.325,0.563,,
498.5,24.480,4.289,1.797,0.233,2.266,3.646,4.933,1.528,2.067,2.719,2.344,0.602,,
499,24.490,4.834,1.777,0.233,2.266,4.109,5.559,1.510,2.043,2.980,2.328,0.456,,
499.5,24.500,4.541,1.777,0.233,2.266,3.860,5.222,1.510,2.043,2.841,2.328,0.526,,
500,24.510,4.828,1.897,0.233,2.266,4.103,5.552,1.612,2.181,2.977,2.421,0.512,,
500.5,24.520,4.764,1.766,0.233,2.266,4.049,5.478,1.501,2.031,2.947,2.321,0.473,,
501,24.530,4.495,1.778,0.233,2.266,3.821,5.169,1.511,2.045,2.819,2.330,0.537,,
501.5,24.550,4.784,1.900,0.233,2.266,4.066,5.501,1.615,2.186,2.957,2.423,0.535,,
502,24.560,4.634,1.775,0.233,2.266,3.939,5.330,1.509,2.041,2.886,2.327,0.504,,
502.5,24.570,4.822,1.771,0.233,2.266,4.098,5.545,1.505,2.036,2.975,2.324,0.459,,
503,24.580,4.268,1.612,0.233,2.266,3.628,4.908,1.371,1.854,2.709,2.202,0.516,,
503.5,24.590,4.618,1.767,0.233,2.266,3.925,5.311,1.502,2.032,2.878,2.321,0.507,,
504,24.610,4.832,1.776,0.233,2.266,4.107,5.557,1.509,2.042,2.980,2.328,0.456,,
504.5,24.620,4.665,1.766,0.233,2.266,3.966,5.365,1.501,2.031,2.900,2.320,0.492,,
505,24.630,4.738,1.778,0.233,2.266,4.027,5.448,1.511,2.044,2.935,2.329,0.479,,
505.5,24.640,4.841,1.780,0.233,2.266,4.115,5.567,1.513,2.047,2.984,2.331,0.454,,
506,24.660,4.518,1.623,0.233,2.266,3.840,5.195,1.380,1.867,2.830,2.211,0.460,,
506.5,24.670,4.498,1.780,0.233,2.266,3.824,5.173,1.513,2.047,2.820,2.331,0.536,,
507,24.680,4.734,1.776,0.233,2.266,4.024,5.445,1.510,2.043,2.933,2.328,0.480,,
507.5,24.700,4.943,1.853,0.233,2.266,4.202,5.684,1.575,2.131,3.032,2.387,0.469,,
508,24.710,4.675,1.771,0.233,2.266,3.974,5.376,1.505,2.036,2.905,2.324,0.494,,
508.5,24.720,4.715,1.766,0.233,2.266,4.007,5.422,1.501,2.031,2.924,2.321,0.484,,
509,24.740,4.829,1.822,0.233,2.266,4.105,5.553,1.549,2.096,2.978,2.364,0.479,,
509.5,24.750,4.946,1.783,0.233,2.266,4.204,5.688,1.516,2.050,3.033,2.333,0.429,,
510,24.760,4.608,1.762,0.233,2.266,3.917,5.300,1.498,2.026,2.873,2.317,0.510,,
510.5,24.770,4.647,1.757,0.233,2.266,3.950,5.344,1.493,2.020,2.892,2.313,0.496,,
511,24.780,4.810,1.765,0.233,2.266,4.088,5.531,1.500,2.030,2.969,2.320,0.462,,
511.5,24.800,4.452,1.756,0.233,2.266,3.785,5.120,1.493,2.019,2.798,2.313,0.547,,
512,24.810,4.512,1.946,0.233,2.266,3.835,5.189,1.654,2.238,2.827,2.458,0.612,,
512.5,24.830,4.576,1.770,0.233,2.266,3.889,5.262,1.504,2.035,2.858,2.323,0.518,,
513,24.840,4.750,1.784,0.233,2.266,4.038,5.463,1.516,2.051,2.941,2.334,0.476,,
