%     Depth;Temperature_;TC_m;RHOC_m;PHI;    RHOB;TC_m_min;TC_m_max;RHOC_m_miD;RHOC_m_max;    TC.log;      RHOC.log;       RHP;;
%         m;          °C;W/(mK);kJ/(m³K);n/n;g/cm³;    W/(mK);    W/(mK);kJ/(m³K);kJ/(m³K);    W/(mK);   kJ/(m³K);     µW/m³;;
126;;3.369;2.644;0.280;2.232;2.864;3.875;2.248;3.041;2.165;3.067;0.361178381;;
126.5;;3.354;2.667;0.283;2.225;2.851;3.858;2.267;3.067;2.106;3.079;0.355606905;;
127;;3.363;2.690;0.287;2.219;2.859;3.867;2.286;3.093;2.258;3.095;0.350668667;;
127.5;;3.377;2.713;0.291;2.212;2.870;3.883;2.306;3.120;2.023;3.113;0.344591095;;
128;;3.380;2.737;0.295;2.206;2.873;3.887;2.326;3.147;2.139;3.138;0.339653476;;
128.5;;3.382;2.761;0.299;2.199;2.875;3.889;2.347;3.175;2.030;3.159;0.335222048;;
129;;3.370;2.785;0.302;2.193;2.864;3.875;2.368;3.203;2.146;3.171;0.331550143;;
129.5;9.657;3.369;2.810;0.306;2.187;2.863;3.874;2.389;3.232;1.858;3.188;0.326992286;;
130;9.655;3.362;2.836;0.310;2.180;2.858;3.866;2.411;3.262;1.916;3.212;0.322181095;;
130.5;9.659;3.363;2.865;0.314;2.174;2.859;3.868;2.435;3.294;1.856;3.240;0.317496905;;
131;9.669;3.368;2.894;0.317;2.167;2.863;3.873;2.460;3.328;1.845;3.259;0.312938381;;
131.5;9.6748;3.370;2.927;0.321;2.161;2.864;3.875;2.488;3.366;1.841;3.284;0.30812719;;
132;9.68614;3.370;2.961;0.325;2.154;2.865;3.876;2.517;3.405;1.883;3.316;0.304075476;;
132.5;9.691;3.338;2.996;0.327;2.150;2.837;3.838;2.547;3.446;1.904;3.351;0.300783286;;
133;9.699;3.336;3.033;0.330;2.146;2.836;3.837;2.578;3.488;1.827;3.378;0.298504;;
133.5;9.70422;3.322;3.069;0.332;2.142;2.823;3.820;2.609;3.530;1.893;3.414;0.296098333;;
134;9.713;3.336;3.108;0.335;2.137;2.835;3.836;2.642;3.574;1.855;3.442;0.293313;;
134.5;9.7246;3.297;3.145;0.335;2.137;2.802;3.791;2.673;3.617;1.965;3.471;0.293439333;;
135;9.7292;3.294;3.181;0.335;2.137;2.800;3.788;2.704;3.659;1.846;3.503;0.292932476;;
135.5;9.7395;3.287;3.216;0.335;2.137;2.794;3.780;2.734;3.699;1.846;3.541;0.292426381;;
136;9.7492;3.277;3.249;0.335;2.138;2.786;3.769;2.762;3.737;1.832;3.567;0.29280681;;
136.5;9.75867;3.278;3.281;0.334;2.138;2.786;3.769;2.788;3.773;1.907;3.602;0.291920238;;
137;9.7649;3.286;3.310;0.334;2.139;2.793;3.779;2.813;3.806;1.847;3.635;0.29014781;;
137.5;9.7743;3.296;3.336;0.334;2.139;2.802;3.790;2.835;3.836;1.798;3.659;0.29040119;;
138;9.7889;3.304;3.359;0.334;2.140;2.809;3.800;2.855;3.863;1.845;3.683;0.290907286;;
138.5;9.80067;3.306;3.380;0.333;2.140;2.810;3.802;2.873;3.887;1.835;3.709;0.29052681;;
139;9.8132;3.317;3.398;0.333;2.140;2.820;3.815;2.888;3.908;1.970;3.743;0.290906524;;
139.5;9.82578;3.325;3.413;0.333;2.141;2.826;3.824;2.901;3.925;1.848;3.738;0.291286238;;
140;9.8342;3.305;3.428;0.333;2.141;2.809;3.800;2.913;3.942;1.834;3.733;0.292425524;;
140.5;9.84267;3.304;3.441;0.332;2.142;2.808;3.800;2.925;3.957;1.862;3.734;0.294197952;;
141;9.8511;3.320;3.452;0.332;2.142;2.822;3.818;2.935;3.970;1.795;3.727;0.295463619;;
141.5;9.866;3.316;3.463;0.332;2.143;2.819;3.814;2.944;3.983;1.864;3.715;0.296983381;;
142;9.8752;3.324;3.472;0.332;2.143;2.825;3.823;2.951;3.993;1.921;3.704;0.29875581;;
142.5;9.88943;3.329;3.479;0.331;2.143;2.830;3.829;2.957;4.001;1.982;3.689;0.301161429;;
143;9.8966;3.346;3.484;0.331;2.144;2.844;3.848;2.962;4.007;1.987;3.681;0.300908048;;
143.5;9.9056;3.359;3.488;0.331;2.144;2.855;3.863;2.965;4.012;1.860;3.677;0.300528286;;
144;9.91722;3.370;3.491;0.331;2.145;2.864;3.875;2.967;4.014;1.998;3.666;0.300528286;;
144.5;9.92544;3.361;3.491;0.330;2.145;2.857;3.865;2.967;4.015;1.933;3.651;0.302680476;;
145;9.9374;3.372;3.491;0.330;2.146;2.866;3.878;2.968;4.015;1.819;3.668;0.303313667;;
145.5;9.946;3.382;3.492;0.330;2.146;2.875;3.889;2.969;4.016;1.857;3.683;0.303567095;;
146;9.95;3.385;3.493;0.330;2.146;2.877;3.893;2.969;4.017;1.990;3.702;0.305086143;;
146.5;9.95622;3.410;3.495;0.330;2.146;2.899;3.922;2.971;4.020;1.819;3.715;0.304959095;;
147;9.962;3.405;3.498;0.330;2.146;2.894;3.916;2.973;4.023;1.985;3.723;0.304959095;;
147.5;9.9744;3.396;3.502;0.330;2.146;2.886;3.905;2.977;4.027;1.906;3.732;0.305718571;;
148;9.984;3.375;3.506;0.330;2.146;2.869;3.881;2.980;4.032;1.951;3.730;0.305085381;;
148.5;9.9903;3.363;3.511;0.330;2.146;2.859;3.868;2.985;4.038;1.965;3.735;0.304579286;;
149;9.9995;3.374;3.516;0.330;2.146;2.867;3.880;2.989;4.044;1.935;3.740;0.304959762;;
149.5;10.0142;3.352;3.522;0.330;2.146;2.849;3.854;2.994;4.051;1.919;3.744;0.303693429;;
150;10.0219;3.348;3.529;0.330;2.146;2.845;3.850;2.999;4.058;1.951;3.744;0.302680524;;
150.5;10.0292;3.366;3.533;0.331;2.145;2.861;3.870;3.003;4.063;1.931;3.744;0.30128781;;
151;10.0388;3.370;3.536;0.331;2.144;2.864;3.875;3.006;4.067;1.906;3.748;0.300528286;;
151.5;10.0492;3.355;3.537;0.332;2.143;2.852;3.858;3.006;4.068;1.995;3.752;0.300655333;;
152;10.0597;3.358;3.536;0.332;2.142;2.854;3.862;3.006;4.067;1.824;3.757;0.300655333;;
152.5;10.0701;3.338;3.535;0.333;2.141;2.838;3.839;3.004;4.065;1.843;3.755;0.29989581;;
153;10.0785;3.331;3.532;0.333;2.141;2.832;3.831;3.002;4.062;1.818;3.749;0.298376762;;
153.5;10.088;3.337;3.529;0.333;2.141;2.836;3.837;3.000;4.059;1.892;3.755;0.297617238;;
154;10.0997;3.340;3.526;0.333;2.140;2.839;3.841;2.997;4.055;1.943;3.750;0.297110429;;
154.5;10.1059;3.334;3.522;0.334;2.140;2.834;3.835;2.994;4.050;1.823;3.751;0.298123381;;
155;10.1174;3.336;3.517;0.334;2.139;2.836;3.836;2.989;4.044;1.867;3.743;0.296477286;;
155.5;10.1244;3.320;3.511;0.334;2.139;2.822;3.818;2.984;4.038;1.929;3.737;0.296477286;;
156;10.1372;3.307;3.505;0.334;2.138;2.811;3.804;2.979;4.031;1.857;3.726;0.296223857;;
156.5;10.1476;3.297;3.498;0.335;2.138;2.802;3.791;2.973;4.023;1.840;3.717;0.295970429;;
157;10.157;3.274;3.490;0.335;2.138;2.783;3.766;2.967;4.014;1.812;3.709;0.296097476;;
157.5;10.1648;3.279;3.483;0.335;2.138;2.787;3.770;2.960;4.005;1.798;3.701;0.296730667;;
158;10.169;3.284;3.476;0.335;2.138;2.792;3.777;2.954;3.997;1.832;3.701;0.297743619;;
158.5;10.172;3.288;3.468;0.335;2.138;2.795;3.781;2.948;3.989;1.975;3.694;0.299009952;;
159;10.1867;3.291;3.460;0.335;2.138;2.797;3.784;2.941;3.979;1.975;3.696;0.29989581;;
159.5;10.1962;3.288;3.451;0.335;2.138;2.795;3.782;2.933;3.969;1.871;3.680;0.299768762;;
160;10.204;3.293;3.442;0.334;2.139;2.799;3.787;2.926;3.958;1.914;3.672;0.301035095;;
160.5;10.2124;3.289;3.431;0.333;2.140;2.796;3.782;2.916;3.946;1.806;3.669;0.30255481;;
161;10.224;3.277;3.420;0.332;2.142;2.785;3.768;2.907;3.933;1.814;3.659;0.304200952;;
161.5;10.2392;3.283;3.409;0.331;2.143;2.790;3.775;2.897;3.920;1.803;3.649;0.304200952;;
162;10.2502;3.279;3.398;0.331;2.145;2.787;3.771;2.888;3.907;1.817;3.647;0.303440714;;
162.5;10.2614;3.298;3.386;0.330;2.146;2.803;3.793;2.878;3.894;1.858;3.648;0.303440714;;
163;10.2747;3.308;3.375;0.329;2.148;2.812;3.804;2.869;3.882;1.888;3.653;0.305719286;;
163.5;10.282;3.313;3.364;0.328;2.149;2.816;3.810;2.859;3.869;1.850;3.643;0.308124905;;
164;10.2881;3.314;3.353;0.328;2.150;2.816;3.811;2.850;3.856;1.912;3.628;0.309391238;;
164.5;10.303;3.309;3.341;0.327;2.151;2.813;3.806;2.840;3.842;1.926;3.625;0.311923905;;
165;10.3157;3.307;3.331;0.326;2.152;2.811;3.803;2.831;3.830;1.887;3.617;0.311164381;;
165.5;10.3268;3.310;3.321;0.326;2.153;2.814;3.807;2.822;3.819;1.894;3.585;0.311797571;;
166;10.3324;3.324;3.310;0.325;2.154;2.826;3.823;2.814;3.807;1.892;3.574;0.312936857;;
166.5;10.3475;3.339;3.299;0.324;2.155;2.839;3.840;2.805;3.794;1.966;3.560;0.313316667;;
167;10.369;3.356;3.289;0.324;2.157;2.853;3.860;2.796;3.783;1.870;3.552;0.312557143;;
167.5;10.3816;3.370;3.279;0.323;2.157;2.864;3.875;2.787;3.771;2.022;3.543;0.313189619;;
168;10.387;3.383;3.268;0.323;2.158;2.876;3.891;2.778;3.758;1.937;3.535;0.313189619;;
168.5;10.3964;3.394;3.256;0.322;2.159;2.885;3.903;2.767;3.744;1.916;3.530;0.313696429;;
169;10.4071;3.396;3.242;0.322;2.159;2.886;3.905;2.756;3.729;2.028;3.529;0.312809905;;
169.5;10.423;3.393;3.229;0.322;2.160;2.884;3.902;2.744;3.713;1.989;3.520;0.311670619;;
170;10.4384;3.397;3.214;0.321;2.161;2.887;3.906;2.732;3.696;1.894;3.522;0.310531333;;
170.5;10.4492;3.395;3.200;0.321;2.161;2.885;3.904;2.720;3.680;1.988;3.517;0.309138667;;
171;10.4586;3.395;3.188;0.322;2.160;2.886;3.905;2.710;3.666;1.962;3.512;0.306859429;;
171.5;10.4712;3.410;3.176;0.323;2.158;2.899;3.922;2.700;3.652;1.981;3.501;0.304200381;;
172;10.4852;3.407;3.165;0.323;2.157;2.896;3.918;2.690;3.640;1.982;3.499;0.302934048;;
172.5;10.4978;3.423;3.155;0.324;2.156;2.909;3.936;2.682;3.628;1.956;3.499;0.302174524;;
173;10.5116;3.404;3.145;0.324;2.155;2.893;3.915;2.674;3.617;1.992;3.486;0.30090819;;
173.5;10.525;3.401;3.136;0.325;2.154;2.891;3.911;2.666;3.606;2.001;3.473;0.298882333;;
174;10.5348;3.400;3.127;0.326;2.153;2.890;3.910;2.658;3.596;1.894;3.452;0.295590143;;
174.5;10.5443;3.396;3.118;0.326;2.152;2.886;3.905;2.650;3.586;1.914;3.435;0.295083333;;
175;10.56;3.393;3.109;0.327;2.151;2.884;3.901;2.643;3.575;1.986;3.421;0.291791143;;
175.5;10.5724;3.403;3.100;0.328;2.150;2.892;3.913;2.635;3.565;1.870;3.421;0.291411381;;
176;10.5806;3.385;3.090;0.328;2.149;2.878;3.893;2.627;3.554;1.857;3.412;0.290272095;;
176.5;10.5913;3.384;3.081;0.329;2.148;2.876;3.891;2.619;3.543;1.967;3.408;0.288119905;;
177;10.6014;3.375;3.072;0.329;2.148;2.869;3.881;2.611;3.533;1.892;3.413;0.286980619;;
177.5;10.6114;3.375;3.062;0.329;2.147;2.868;3.881;2.603;3.522;1.954;3.413;0.286980619;;
178;10.626;3.371;3.054;0.329;2.147;2.865;3.877;2.596;3.512;1.826;3.413;0.286348143;;
178.5;10.6413;3.363;3.046;0.329;2.147;2.859;3.868;2.589;3.503;1.869;3.411;0.285208143;;
179;10.6599;3.355;3.041;0.329;2.147;2.851;3.858;2.585;3.497;1.867;3.414;0.283562048;;
179.5;10.6726;3.351;3.039;0.329;2.147;2.848;3.853;2.583;3.495;1.942;3.401;0.282422762;;
180;10.6792;3.349;3.039;0.329;2.147;2.847;3.851;2.583;3.495;1.919;3.402;0.28153619;;
180.5;10.6879;3.338;3.042;0.329;2.147;2.838;3.839;2.585;3.498;1.930;3.398;0.281915952;;
181;10.6974;3.347;3.045;0.329;2.147;2.845;3.849;2.589;3.502;1.822;3.391;0.28280181;;
181.5;10.7092;3.340;3.051;0.329;2.148;2.839;3.841;2.593;3.509;1.919;3.385;0.283814714;;
182;10.7174;3.329;3.058;0.328;2.149;2.830;3.829;2.599;3.516;1.883;3.380;0.284321524;;
182.5;10.7265;3.331;3.065;0.327;2.150;2.831;3.830;2.605;3.524;1.951;3.372;0.285587857;;
183;10.7398;3.330;3.074;0.327;2.151;2.831;3.830;2.613;3.536;1.928;3.377;0.286980571;;
183.5;10.7472;3.348;3.085;0.326;2.152;2.846;3.851;2.622;3.548;1.929;3.383;0.289006429;;
184;10.7541;3.356;3.097;0.325;2.154;2.852;3.859;2.633;3.562;1.929;3.398;0.290652524;;
184.5;10.7658;3.359;3.111;0.325;2.155;2.855;3.863;2.644;3.577;1.860;3.419;0.293437905;;
185;10.7744;3.340;3.127;0.324;2.156;2.839;3.841;2.658;3.596;1.902;3.436;0.294704238;;
185.5;10.787;3.327;3.146;0.323;2.157;2.828;3.826;2.674;3.618;1.899;3.454;0.296476667;;
186;10.7997;3.311;3.167;0.323;2.158;2.815;3.808;2.692;3.642;1.944;3.469;0.297615952;;
186.5;10.808;3.324;3.192;0.322;2.159;2.825;3.822;2.713;3.670;1.838;3.484;0.298122048;;
187;10.8189;3.312;3.217;0.322;2.159;2.815;3.809;2.735;3.700;1.927;3.497;0.299134952;;
187.5;10.8332;3.312;3.245;0.322;2.160;2.815;3.809;2.758;3.731;1.948;3.506;0.299134952;;
188;10.842;3.312;3.274;0.322;2.160;2.815;3.809;2.783;3.765;1.998;3.542;0.298122048;;
188.5;10.8463;3.305;3.305;0.323;2.158;2.809;3.801;2.809;3.801;2.017;3.558;0.297868667;;
189;10.853;3.309;3.338;0.323;2.157;2.812;3.805;2.837;3.838;1.972;3.579;0.297868667;;
189.5;10.8634;3.307;3.371;0.324;2.156;2.811;3.803;2.865;3.877;1.939;3.596;0.298248429;;
190;10.8692;3.320;3.404;0.325;2.155;2.822;3.818;2.893;3.915;1.834;3.633;0.300020857;;
190.5;10.8754;3.323;3.436;0.326;2.153;2.825;3.822;2.921;3.952;1.852;3.662;0.300020857;;
191;10.8796;3.322;3.467;0.327;2.152;2.824;3.820;2.947;3.988;1.848;3.694;0.298881571;;
191.5;10.8888;3.309;3.498;0.327;2.150;2.813;3.805;2.973;4.023;1.950;3.735;0.296475952;;
192;10.9042;3.332;3.529;0.328;2.149;2.832;3.831;3.000;4.059;1.849;3.747;0.296603;;
192.5;10.9156;3.327;3.561;0.329;2.147;2.828;3.826;3.027;4.096;1.912;3.766;0.297362524;;
193;10.9236;3.327;3.595;0.330;2.145;2.828;3.826;3.055;4.134;1.933;3.791;0.297109095;;
193.5;10.9278;3.326;3.627;0.332;2.143;2.827;3.825;3.083;4.171;1.829;3.817;0.296856333;;
194;10.9406;3.309;3.661;0.333;2.141;2.813;3.806;3.112;4.210;1.912;3.845;0.295083905;;
194.5;10.9502;3.299;3.695;0.334;2.139;2.804;3.793;3.140;4.249;1.868;3.875;0.293058048;;
195;10.9566;3.292;3.730;0.335;2.137;2.798;3.786;3.170;4.289;1.909;3.893;0.29103219;;
195.5;10.9631;3.312;3.765;0.337;2.134;2.815;3.809;3.201;4.330;1.867;3.898;0.290652429;;
196;10.9703;3.311;3.801;0.338;2.132;2.814;3.807;3.231;4.371;1.830;3.904;0.291285619;;
196.5;10.9778;3.312;3.837;0.339;2.130;2.815;3.808;3.262;4.413;1.780;3.913;0.29103219;;
197;10.9872;3.309;3.872;0.340;2.129;2.813;3.805;3.291;4.453;1.959;3.932;0.292045095;;
197.5;10.9958;3.312;3.908;0.341;2.127;2.815;3.809;3.322;4.494;1.829;3.961;0.291285571;;
198;11.0034;3.326;3.944;0.342;2.126;2.827;3.825;3.353;4.536;1.867;3.985;0.292298476;;
198.5;11.013;3.332;3.980;0.342;2.125;2.832;3.832;3.383;4.577;1.900;4.008;0.294324333;;
199;11.0229;3.339;4.014;0.342;2.125;2.838;3.840;3.412;4.616;1.799;4.038;0.294704095;;
199.5;11.0346;3.348;4.046;0.342;2.124;2.846;3.850;3.439;4.653;1.804;4.066;0.294957476;;
200;11.0506;3.353;4.076;0.342;2.124;2.850;3.856;3.465;4.688;1.805;4.099;0.294704048;;
200.5;11.0738;3.337;4.106;0.342;2.125;2.836;3.837;3.490;4.722;1.911;4.134;0.294450619;;
201;11.0847;3.326;4.136;0.342;2.125;2.827;3.825;3.516;4.756;1.761;4.168;0.293944476;;
201.5;11.1056;3.331;4.166;0.342;2.126;2.831;3.831;3.541;4.791;1.779;4.207;0.293817429;;
202;11.1336;3.338;4.195;0.342;2.126;2.837;3.838;3.566;4.824;1.866;4.223;0.294070857;;
202.5;11.1585;3.316;4.222;0.342;2.126;2.819;3.813;3.589;4.855;1.818;4.251;0.293690429;;
203;11.1742;3.332;4.246;0.342;2.126;2.832;3.832;3.609;4.883;1.960;4.277;0.293943857;;
203.5;11.1918;3.338;4.266;0.341;2.126;2.837;3.839;3.626;4.906;1.960;4.284;0.294323667;;
204;11.2084;3.336;4.284;0.341;2.126;2.836;3.837;3.641;4.927;1.872;4.291;0.295209571;;
204.5;11.2261;3.340;4.298;0.341;2.126;2.839;3.842;3.653;4.943;1.961;4.295;0.296096095;;
205;11.2471;3.337;4.309;0.341;2.126;2.836;3.837;3.663;4.956;1.909;4.298;0.296982667;;
205.5;11.2671;3.340;4.316;0.341;2.126;2.839;3.841;3.668;4.963;1.796;4.306;0.296729952;;
206;11.2903;3.329;4.317;0.341;2.126;2.829;3.828;3.670;4.965;1.801;4.313;0.295970429;;
206.5;11.3093;3.331;4.315;0.341;2.126;2.831;3.831;3.667;4.962;1.882;4.327;0.294577714;;
207;11.3236;3.343;4.307;0.341;2.127;2.842;3.845;3.661;4.953;1.832;4.307;0.293691857;;
207.5;11.3402;3.332;4.299;0.341;2.127;2.832;3.832;3.654;4.944;1.792;4.305;0.292172857;;
208;11.3544;3.338;4.290;0.341;2.127;2.838;3.839;3.647;4.934;1.954;4.298;0.292932381;;
208.5;11.3745;3.326;4.280;0.341;2.127;2.827;3.825;3.638;4.922;1.935;4.265;0.292806;;
209;11.39;3.303;4.269;0.341;2.127;2.808;3.799;3.629;4.909;1.886;4.250;0.291793048;;
209.5;11.4106;3.312;4.257;0.341;2.127;2.815;3.808;3.619;4.896;1.832;4.235;0.290780143;;
210;11.4256;3.293;4.246;0.341;2.127;2.799;3.787;3.609;4.882;1.774;4.220;0.290780143;;
210.5;11.442;3.293;4.234;0.341;2.126;2.799;3.787;3.599;4.869;1.828;4.187;0.290780143;;
211;11.4589;3.312;4.224;0.342;2.126;2.815;3.809;3.591;4.858;1.828;4.155;0.290274048;;
211.5;11.4755;3.318;4.214;0.342;2.126;2.820;3.816;3.582;4.846;1.780;4.132;0.291666762;;
212;11.4904;3.325;4.205;0.342;2.125;2.826;3.823;3.574;4.835;1.895;4.105;0.292173571;;
212.5;11.5054;3.319;4.197;0.342;2.125;2.821;3.817;3.567;4.826;1.781;4.109;0.29179381;;
213;11.5176;3.333;4.189;0.342;2.125;2.833;3.833;3.561;4.818;1.865;4.132;0.291414048;;
213.5;11.5302;3.325;4.183;0.342;2.125;2.826;3.824;3.555;4.810;1.868;4.133;0.28938819;;
214;11.5438;3.313;4.178;0.342;2.125;2.816;3.810;3.552;4.805;1.781;4.133;0.286982571;;
214.5;11.5594;3.303;4.174;0.342;2.126;2.807;3.798;3.548;4.801;1.936;4.130;0.284830333;;
215;11.573;3.298;4.171;0.341;2.126;2.803;3.792;3.545;4.796;1.820;4.131;0.28394381;;
215.5;11.5846;3.310;4.168;0.341;2.127;2.813;3.806;3.542;4.793;1.891;4.143;0.282677476;;
216;11.6018;3.317;4.166;0.341;2.128;2.819;3.814;3.541;4.791;1.927;4.166;0.281537476;;
216.5;11.6122;3.320;4.167;0.340;2.128;2.822;3.818;3.542;4.792;1.834;4.177;0.280017714;;
217;11.6278;3.328;4.169;0.340;2.129;2.829;3.827;3.543;4.794;1.917;4.192;0.27900481;;
217.5;11.6466;3.328;4.173;0.340;2.129;2.829;3.827;3.547;4.799;1.787;4.201;0.278371667;;
218;11.6612;3.339;4.178;0.340;2.128;2.838;3.840;3.551;4.805;1.905;4.199;0.27900481;;
218.5;11.6736;3.351;4.182;0.341;2.128;2.849;3.854;3.555;4.809;1.889;4.206;0.279764333;;
219;11.685;3.358;4.187;0.341;2.127;2.855;3.862;3.559;4.815;1.847;4.208;0.279004143;;
219.5;11.6969;3.358;4.193;0.341;2.126;2.855;3.862;3.564;4.821;1.828;4.194;0.277864857;;
220;11.7063;3.343;4.200;0.342;2.126;2.841;3.844;3.570;4.830;1.814;4.183;0.277358;;
220.5;11.7194;3.343;4.209;0.342;2.125;2.842;3.845;3.578;4.840;1.890;4.178;0.276091667;;
221;11.7321;3.345;4.218;0.342;2.125;2.843;3.847;3.586;4.851;1.905;4.170;0.274319238;;
221.5;11.7432;3.346;4.227;0.343;2.124;2.844;3.848;3.593;4.861;1.874;4.165;0.272293381;;
222;11.7656;3.343;4.236;0.343;2.123;2.842;3.845;3.600;4.871;1.867;4.154;0.270267524;;
222.5;11.7791;3.328;4.246;0.343;2.123;2.829;3.827;3.609;4.883;1.894;4.169;0.26900119;;
223;11.7863;3.329;4.257;0.344;2.122;2.829;3.828;3.618;4.895;1.848;4.173;0.269760714;;
223.5;11.7933;3.323;4.269;0.344;2.122;2.825;3.822;3.629;4.909;1.931;4.186;0.269254571;;
224;11.803;3.330;4.283;0.344;2.121;2.831;3.830;3.640;4.925;1.898;4.200;0.270014095;;
224.5;11.8167;3.336;4.299;0.345;2.120;2.836;3.836;3.654;4.944;1.760;4.214;0.271280429;;
225;11.8315;3.335;4.317;0.345;2.120;2.834;3.835;3.669;4.965;1.793;4.236;0.271027048;;
225.5;11.8427;3.346;4.337;0.345;2.119;2.844;3.848;3.687;4.988;1.803;4.249;0.269760714;;
226;11.8516;3.346;4.359;0.346;2.119;2.844;3.848;3.705;5.012;1.880;4.273;0.269127524;;
226.5;11.8638;3.332;4.381;0.346;2.118;2.832;3.832;3.724;5.038;1.910;4.282;0.270140476;;
227;11.8752;3.341;4.405;0.347;2.117;2.840;3.842;3.744;5.066;1.789;4.301;0.270014143;;
227.5;11.8854;3.339;4.431;0.347;2.117;2.838;3.839;3.766;5.096;1.776;4.333;0.270014143;;
228;11.8969;3.341;4.458;0.347;2.116;2.839;3.842;3.789;5.127;1.773;4.345;0.269380952;;
228.5;11.9082;3.332;4.483;0.347;2.116;2.832;3.832;3.810;5.155;1.838;4.365;0.26874781;;
229;11.9189;3.319;4.507;0.347;2.116;2.821;3.816;3.831;5.183;1.917;4.396;0.267608524;;
229.5;11.9395;3.308;4.531;0.347;2.116;2.812;3.804;3.852;5.211;1.869;4.428;0.267735571;;
230;11.9531;3.312;4.553;0.347;2.116;2.816;3.809;3.870;5.236;1.796;4.444;0.269001905;;
230.5;11.9607;3.328;4.573;0.347;2.116;2.829;3.827;3.887;5.259;1.876;4.459;0.270268238;;
231;11.966;3.339;4.591;0.347;2.116;2.838;3.840;3.902;5.279;1.871;4.472;0.27115481;;
231.5;11.9742;3.342;4.606;0.347;2.116;2.841;3.843;3.915;5.296;1.774;4.477;0.27394019;;
232;11.9898;3.333;4.617;0.347;2.116;2.833;3.833;3.925;5.310;1.914;4.492;0.274953143;;
232.5;12.0102;3.346;4.625;0.347;2.116;2.844;3.848;3.932;5.319;1.828;4.512;0.276852619;;
233;12.0228;3.346;4.628;0.347;2.116;2.844;3.848;3.934;5.323;1.884;4.536;0.279384571;;
233.5;12.0332;3.358;4.628;0.347;2.116;2.854;3.861;3.934;5.322;1.784;4.516;0.279638;;
234;12.0444;3.365;4.622;0.347;2.116;2.860;3.869;3.929;5.315;1.830;4.519;0.280144143;;
234.5;12.0548;3.364;4.610;0.347;2.116;2.859;3.868;3.919;5.302;1.817;4.529;0.280777286;;
235;12.0672;3.359;4.593;0.347;2.116;2.855;3.863;3.904;5.282;1.795;4.515;0.282549714;;
235.5;12.0781;3.355;4.572;0.347;2.116;2.852;3.858;3.886;5.257;1.909;4.504;0.283689;;
236;12.0886;3.348;4.546;0.347;2.116;2.846;3.850;3.864;5.228;1.889;4.494;0.285335048;;
236.5;12.0998;3.356;4.516;0.347;2.116;2.852;3.859;3.839;5.193;1.902;4.477;0.284955333;;
237;12.1102;3.356;4.483;0.347;2.116;2.852;3.859;3.810;5.155;1.845;4.442;0.283562667;;
237.5;12.1216;3.336;4.445;0.347;2.116;2.835;3.836;3.778;5.112;1.882;4.410;0.285208762;;
238;12.134;3.337;4.403;0.347;2.116;2.836;3.837;3.742;5.063;1.779;4.374;0.286475095;;
238.5;12.144;3.341;4.356;0.347;2.116;2.840;3.842;3.702;5.009;1.861;4.339;0.28812119;;
239;12.1531;3.344;4.307;0.347;2.116;2.842;3.845;3.661;4.953;1.891;4.286;0.288627286;;
239.5;12.1636;3.353;4.255;0.347;2.116;2.850;3.856;3.617;4.894;1.909;4.233;0.288373857;;
240;12.175;3.350;4.200;0.347;2.117;2.848;3.853;3.570;4.831;1.834;4.191;0.288626571;;
240.5;12.1866;3.356;4.143;0.346;2.118;2.853;3.860;3.522;4.765;1.766;4.150;0.287613667;;
241;12.2;3.352;4.084;0.345;2.119;2.849;3.855;3.471;4.697;1.820;4.106;0.287360286;;
241.5;12.2113;3.349;4.022;0.345;2.120;2.846;3.851;3.419;4.625;1.932;4.062;0.287867095;;
242;12.2203;3.336;3.958;0.343;2.124;2.835;3.836;3.365;4.552;1.774;4.019;0.28558781;;
242.5;12.2474;3.338;3.894;0.341;2.127;2.838;3.839;3.310;4.478;1.761;3.977;0.28470119;;
243;12.2512;3.342;3.829;0.339;2.130;2.841;3.843;3.255;4.403;1.837;3.929;0.283055143;;
243.5;12.261;3.354;3.764;0.337;2.134;2.851;3.857;3.199;4.328;1.917;3.885;0.281789524;;
244;12.2709;3.362;3.698;0.335;2.137;2.857;3.866;3.143;4.253;1.802;3.843;0.282549;;
244.5;12.2838;3.355;3.634;0.333;2.141;2.852;3.859;3.089;4.179;1.902;3.805;0.281409714;;
245;12.2932;3.345;3.570;0.330;2.145;2.843;3.847;3.035;4.106;1.831;3.766;0.278750667;;
245.5;12.3019;3.343;3.507;0.328;2.149;2.842;3.845;2.981;4.033;1.881;3.717;0.276218714;;
246;12.3169;3.352;3.444;0.326;2.153;2.849;3.855;2.928;3.961;1.917;3.678;0.274953095;;
246.5;12.3255;3.356;3.383;0.324;2.157;2.852;3.859;2.876;3.891;1.906;3.623;0.273560429;;
247;12.3332;3.353;3.325;0.321;2.161;2.850;3.856;2.826;3.824;1.932;3.586;0.273687429;;
247.5;12.3446;3.366;3.269;0.319;2.164;2.861;3.871;2.779;3.759;2.001;3.536;0.274700333;;
248;12.356;3.385;3.213;0.317;2.168;2.877;3.893;2.731;3.695;2.053;3.487;0.273813762;;
248.5;12.3684;3.377;3.158;0.315;2.172;2.870;3.884;2.685;3.632;2.008;3.446;0.272167667;;
249;12.3818;3.372;3.105;0.313;2.175;2.866;3.878;2.639;3.571;2.083;3.403;0.270774952;;
249.5;12.3912;3.378;3.052;0.312;2.177;2.871;3.885;2.594;3.510;2.000;3.366;0.270522238;;
